first row nr, abbadingo trace, state sequence, score sequence, alignment, num misaligned, nw-alignment, nw-score, norm-nw-score, nw-mismatches, sum scores, mean scores, min score,Column1
1180," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -3.43107, -0.245077, -1.50576
1181," ""1 22 5 5 22 5 11 9 11 9 11 9 26 26 26 3 3 4 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.77381,-2.77381,-2.81893,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,820/+,820/+,820/+,1002,1314,1715,1715,1715,1715,]",35,0.965909,3,, -13.0648, -0.568033, -2.81893
1182," ""1 19 5 5 22 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.69821, -0.23491, -1.38629
1183," ""1 28 22 5 5 5 26 26 26 11 9 11 9 11 9 3 4 3 3 3 4 3 3 4 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,987,987,987,987,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00610689,-0.00306749,0,-1.28001,-1.48808,-1.28001,-1.28001,-1.28001,-1.48808,-1.28001,-1.28001,-1.48808,-1.48808,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,1715/+,1715,]",16,0.880952,14,, -18.4145, -0.613818, -1.48808
1184," ""1 19 22 5 5 5 26 26 26 9 11 9 11 9 11 23 23 23 21 21 21""", [], [], [],0," [2,7,14,24,44,81,139,335/+,472,635,809,987,809/+,809/+,809/+,809/+,809/+,1715/+,1715,]",21,0.925439,7,0, 0, 0,
1185," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
1186," ""1 13 5 5 5 22 9 11 9 11 11 9 26 26 26"""," [1,4,10,18,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.45995,0,-3.8036,-0.0441478,-0.00672026,-0.07675,-5.75775,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,0,1,1,1,1,1,1]",1," [1,4,10,18,50/+,88,147,232,232/+,345,482,645,820,]",22,0.974359,2,, -12.4499, -0.829991, -5.75775
1187," ""1 20 5 22 5 5 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.83444,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,820/+,1002,1314,1715,1715,1715,1715,]",37,0.9875,1,, -7.48865, -0.356602, -2.83444
1188," ""1 25 22 5 5 5 26 26 11 9 11 9 26 9 11 4 3 4 2 2 2 23 23 23 21 21 21""", [], [], [],0," [2,7,14,24,44,81,222/+,335,472,635,635/+,987/+,809/+,809/+,809/+,809/+,809/+,809/+,809/+,809/+,1314/+,1715,1715,1715,1715,]",20,0.9,12,0, 0, 0,
1189," ""1 26 5 5 5 22 11 9 11 9 11 9 26 26 26 2 3 4 3 3 4 3 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820,820,820,820,820,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.83444,-2.77381,-2.81893,-2.77381,-2.77381,-2.81893,-2.77381,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,820/+,820/+,820/+,820/+,820/+,820/+,820/+,1002,1314,1715,1715,1715,1715,]",31,0.932692,7,, -23.7264, -0.878754, -2.83444
1190," ""1 19 5 5 5 22 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,234,348,485,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-1.89482,-0.212662,-0.236863,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,234,348,485,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -6.33547, -0.316773, -1.89482
1191," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.65421, -0.23271, -1.38629
1192," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -2.89168, -0.206548, -1.50576
1193," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
1194," ""1 25 5 22 5 5 11 9 11 9 26 26 11 9 26 3 4 3 3 3 4 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,234,348,485,645,820,820,820,820,820,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-1.89482,-0.212662,-0.236863,0,-0.000305951,-2.77381,-2.81893,-2.77381,-2.77381,-2.77381,-2.81893,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,234,348,485,645,820,820/+,820/+,820/+,820/+,820/+,820/+,1002,1314,1715,1715,1715,1715,]",32,0.94,6,, -23.564, -0.906307, -2.81893
1195," ""1 19 22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00610689,-0.00306749,0,-inf,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/+,987/+,987/+,987/+,1715/+,1715,]",25,0.942982,5,, -inf, -inf, -inf
1196," ""1 20 5 5 22 5 11 9 11 9 11 9 26 26 26 2 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.83444,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,820/+,1002,1314,1715,1715,1715,1715,]",37,0.9875,1,, -7.53264, -0.358697, -2.83444
1197," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
1198," ""1 22 5 5 5 22 11 9 11 9 11 9 26 26 26 3 3 4 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.77381,-2.77381,-2.81893,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,820/+,820/+,820/+,1002,1314,1715,1715,1715,1715,]",35,0.965909,3,, -12.5254, -0.544581, -2.81893
1199," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
1200," ""1 19 22 5 5 5 26 26 26 11 9 11 9 11 9 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00610689,-0.00306749,0,-inf,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/+,987/+,987/+,987/+,1715/+,1715,]",25,0.942982,5,, -inf, -inf, -inf
1201," ""1 25 22 5 5 5 11 9 11 9 11 9 26 26 26 4 3 3 4 3 3 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,232,345,482,645,820,820,820,820,820,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.81893,-2.77381,-2.77381,-2.81893,-2.77381,-2.77381,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,232,345,482,645,820,820/+,820/+,820/+,820/+,820/+,820/+,1002,1314,1715,1715,1715,1715,]",32,0.94,6,, -22.3842, -0.86093, -2.81893
1202," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -2.89168, -0.206548, -1.50576
1203," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
1204," ""1 13 5 5 5 22 11 9 11 9 11 9 26 26 26"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -2.89168, -0.206548, -1.50576
1205," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
1206," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -3.43107, -0.245077, -1.50576
1207," ""1 19 22 5 5 5 11 9 11 9 26 26 11 9 26 23 23 23 21 21 21"""," [2,7,14,24,42,75,88,147,234,348,485,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-1.2,0,-0.154151,-0.00316319,-1.89482,-0.212662,-0.236863,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [2,7,14,24,42,75,88,147,234,348,485,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -7.82773, -0.391386, -1.89482
1208," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
1209," ""1 24 22 5 5 5 26 26 26 11 9 11 9 11 9 4 4 3 2 2 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00610689,-0.00306749,0,-1.48808,-1.48808,-1.28001,-1.74231,-1.74231,-1.74231,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,1715/+,1715,]",20,0.902778,10,, -14.2652, -0.548663, -1.74231
1210," ""1 13 5 5 22 5 11 9 11 9 11 9 26 26 26"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-1.50576]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,]",26,1,0,, -3.43107, -0.245077, -1.50576
1211," ""1 22 22 5 5 26 26 26 11 9 5 11 9 11 9 3 2 2 23 23 23 21 21 21""", [], [], [],0," [2,7,14,44/+,81,139,222,335,335/+,472,635,809,987,987/+,987/+,987/+,987/+,987/+,987/+,987/+,1715/+,1715,]",18,0.901515,10,0, 0, 0,
1212," ""1 26 5 5 22 5 11 9 11 9 11 9 26 26 26 3 3 4 2 3 3 4 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820,820,820,820,820,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.77381,-2.77381,-2.81893,-2.83444,-2.77381,-2.77381,-2.81893,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,820/+,820/+,820/+,820/+,820/+,820/+,820/+,1002,1314,1715,1715,1715,1715,]",31,0.932692,7,, -24.2658, -0.898732, -2.83444
1213," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
1214," ""1 24 22 5 5 5 26 26 26 11 9 11 9 11 9 4 4 3 2 2 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00610689,-0.00306749,0,-1.48808,-1.48808,-1.28001,-1.74231,-1.74231,-1.74231,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,1715/+,1715,]",20,0.902778,10,, -14.2652, -0.548663, -1.74231
1215," ""1 23 22 5 5 5 26 26 26 11 9 11 9 11 9 4 3 4 2 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00610689,-0.00306749,0,-1.48808,-1.28001,-1.48808,-1.74231,-1.74231,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,1715/+,1715,]",21,0.90942,9,, -12.5229, -0.500918, -1.74231
1216," ""1 26 5 5 22 5 11 9 11 9 11 9 26 26 26 3 4 3 3 4 3 2 23 23 23 21 21 21"""," [1,4,12,18,29,50,88,147,232,345,482,645,820,820,820,820,820,820,820,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.997813,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-2.77381,-2.81893,-2.77381,-2.77381,-2.81893,-2.77381,-2.83444,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,12,18,29,50,88,147,232,345,482,645,820,820/+,820/+,820/+,820/+,820/+,820/+,820/+,1002,1314,1715,1715,1715,1715,]",31,0.932692,7,, -24.2658, -0.898732, -2.83444
1217," ""1 19 5 5 5 22 11 9 9 11 9 26 26 11 26 23 23 23 21 21 21""", [], [], [],0," [1,4,10,18,29,50,147/+,232,345,482,645,485/+,820/+,1002,1314,1715,1715,1715,1715,]",34,0.982456,3,0, 0, 0,
1218," ""1 19 5 5 5 22 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-0.326728,-0.45995,0,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,4,10,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.15881, -0.20794, -1.38629
1219," ""1 23 22 5 5 5 26 26 26 11 9 11 9 11 9 2 4 3 4 23 23 23 21 21 21"""," [2,7,14,24,44,81,139,222,335,472,635,809,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-0.00751318,-0.00909097,0,-0.00610689,-0.00306749,0,-1.74231,-1.48808,-1.28001,-1.48808,-1.48808,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",1," [2,7,14,24,44,81,139,222,335,472,635,809,987,987/+,987/+,987/+,987/+,987/+,987/+,987/+,987/+,1715/+,1715,]",21,0.90942,9,, -12.2687, -0.490748, -1.74231
1220," ""1 19 5 22 5 5 11 9 11 9 11 9 26 26 26 23 23 23 21 21 21"""," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,1715]"," [-0.300465,-1.28054,0,-0.00153571,-0.0441478,-0.00672026,-0.07675,-0.00316319,-0.167683,0,0,0,-0.000305951,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]",0," [1,5,12,18,29,50,88,147,232,345,482,645,820,1002,1314,1715,1715,1715,1715,]",38,1,0,, -4.65421, -0.23271, -1.38629
1221," ""1 37 5 5 5 22 11 9 11 9 11 9 26 26 26 25 18 5 16 6 26 26 21 25 18 5 16 6 26 26 21 25 18 5 6 16 26 26 21""", [], [], [],0," [1,4,10,18,29,50,88,147,232,345,482,645,820,820/+,820/+,820/+,820/+,820/+,820/+,820/+,820/+,820/+,820/+,820/+,820/+,820/+,820/+,820/+,1715/+|820/+,1715/+|820/+,1715/+|820/+,1715/+|820/+,1715/+|820/+,1715/+|820/+,1715/+|820/+,1715/+|820/+,1715/+,]",5,0.844595,32,0, 0, 0,
1222," ""1 23 22 5 5 5 26 26 11 9 11 9 26 11 9 4 3 4 2 23 23 23 21 21 21"""," [2,7,14,24,44,81,24,42,75,88,147,234,635,809,987,987,987,987,987,820,1002,1314,1715,1715,1715,1715,1715]"," [-1.35049,-0.000795229,0,-0.00159236,-0.373318,-0.0844893,-0.172795,-1.2,0,-0.154151,-0.00316319,-1.89482,-0.212662,-0.00306749,0,-1.48808,-1.28001,-1.48808,-1.74231,-1.74231,-0.523554,0,0,-0.287682,-0.287682,-0.287682,-1.38629]"," [1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1]",3," [2,7,14,24,44,81,222/+,335,472,635,635/+,809,987,987/+,987/+,987/+,987/+,987/+,1314/+,1715,1715,1715,1715,]",26,0.927536,8,, -15.965, -0.591297, -1.89482
